name,columns,rows,chunk_size,data_page_size,columns_to_read,reading(μs),reading_p1(μs),reading_p2(μs)
cpp_skip_rows_and_columns,1000,50000,100,1073741824,100,82025,81484,485
cpp_skip_rows_and_columns,2000,50000,100,1073741824,100,163843,163164,541
cpp_skip_rows_and_columns,3000,50000,100,1073741824,100,244461,243996,465
cpp_skip_rows_and_columns,4000,50000,100,1073741824,100,323312,322729,471
cpp_skip_rows_and_columns,5000,50000,100,1073741824,100,409685,409041,512
cpp_skip_rows_and_columns,6000,50000,100,1073741824,100,495966,495377,502
cpp_skip_rows_and_columns,7000,50000,100,1073741824,100,572400,571874,526
cpp_skip_rows_and_columns,8000,50000,100,1073741824,100,655931,655280,499
cpp_skip_rows_and_columns,9000,50000,100,1073741824,100,743519,742843,503
cpp_skip_rows_and_columns,10000,50000,100,1073741824,100,829475,828796,489
cpp_skip_rows_and_columns,1000,50000,1000,1073741824,100,8564,8027,523
cpp_skip_rows_and_columns,2000,50000,1000,1073741824,100,16461,15919,533
cpp_skip_rows_and_columns,3000,50000,1000,1073741824,100,26535,25987,548
cpp_skip_rows_and_columns,4000,50000,1000,1073741824,100,36022,35332,623
cpp_skip_rows_and_columns,5000,50000,1000,1073741824,100,43722,42972,611
cpp_skip_rows_and_columns,6000,50000,1000,1073741824,100,52900,52235,632
cpp_skip_rows_and_columns,7000,50000,1000,1073741824,100,63229,62499,627
cpp_skip_rows_and_columns,8000,50000,1000,1073741824,100,71404,70564,626
cpp_skip_rows_and_columns,9000,50000,1000,1073741824,100,81794,81116,617
cpp_skip_rows_and_columns,10000,50000,1000,1073741824,100,86036,85475,561
cpp_skip_rows_and_columns,1000,50000,50000,1073741824,100,5134,841,4254
cpp_skip_rows_and_columns,2000,50000,50000,1073741824,100,5915,1615,4259
cpp_skip_rows_and_columns,3000,50000,50000,1073741824,100,7033,2503,4395
cpp_skip_rows_and_columns,4000,50000,50000,1073741824,100,7846,3300,4420
cpp_skip_rows_and_columns,5000,50000,50000,1073741824,100,8722,4151,4545
cpp_skip_rows_and_columns,6000,50000,50000,1073741824,100,9580,5077,4468
cpp_skip_rows_and_columns,7000,50000,50000,1073741824,100,10281,5782,4462
cpp_skip_rows_and_columns,8000,50000,50000,1073741824,100,11427,6658,4722
cpp_skip_rows_and_columns,9000,50000,50000,1073741824,100,11804,7361,4443
cpp_skip_rows_and_columns,10000,50000,50000,1073741824,100,13419,8457,4734
cpp_skip_rows,1000,50000,100,1073741824,100,83840,83145,492
cpp_skip_rows,2000,50000,100,1073741824,100,166503,165895,471
cpp_skip_rows,3000,50000,100,1073741824,100,247225,246518,533
cpp_skip_rows,4000,50000,100,1073741824,100,330821,330196,501
cpp_skip_rows,5000,50000,100,1073741824,100,412514,411920,510
cpp_skip_rows,6000,50000,100,1073741824,100,499361,498689,500
cpp_skip_rows,7000,50000,100,1073741824,100,584919,584290,506
cpp_skip_rows,8000,50000,100,1073741824,100,667034,666499,535
cpp_skip_rows,9000,50000,100,1073741824,100,745801,745115,518
cpp_skip_rows,10000,50000,100,1073741824,100,841844,841183,502
cpp_skip_rows,1000,50000,1000,1073741824,100,8666,8043,498
cpp_skip_rows,2000,50000,1000,1073741824,100,16692,16147,540
cpp_skip_rows,3000,50000,1000,1073741824,100,26953,26351,563
cpp_skip_rows,4000,50000,1000,1073741824,100,36193,35507,629
cpp_skip_rows,5000,50000,1000,1073741824,100,45627,44854,635
cpp_skip_rows,6000,50000,1000,1073741824,100,54156,53398,632
cpp_skip_rows,7000,50000,1000,1073741824,100,63768,63050,631
cpp_skip_rows,8000,50000,1000,1073741824,100,71681,70955,647
cpp_skip_rows,9000,50000,1000,1073741824,100,81862,81125,578
cpp_skip_rows,10000,50000,1000,1073741824,100,90955,90278,670
cpp_skip_rows,1000,50000,50000,1073741824,100,5123,938,4177
cpp_skip_rows,2000,50000,50000,1073741824,100,6157,1838,4299
cpp_skip_rows,3000,50000,50000,1073741824,100,7318,2769,4549
cpp_skip_rows,4000,50000,50000,1073741824,100,8079,3587,4492
cpp_skip_rows,5000,50000,50000,1073741824,100,9200,4567,4603
cpp_skip_rows,6000,50000,50000,1073741824,100,10347,5649,4582
cpp_skip_rows,7000,50000,50000,1073741824,100,10854,6328,4466
cpp_skip_rows,8000,50000,50000,1073741824,100,12333,7472,4698
cpp_skip_rows,9000,50000,50000,1073741824,100,13137,8383,4738
cpp_skip_rows,10000,50000,50000,1073741824,100,13975,9225,4750
cpp_skip_columns,1000,50000,100,1073741824,100,85379,84834,526
cpp_skip_columns,2000,50000,100,1073741824,100,169899,169175,531
cpp_skip_columns,3000,50000,100,1073741824,100,250159,249544,466
cpp_skip_columns,4000,50000,100,1073741824,100,330979,330390,474
cpp_skip_columns,5000,50000,100,1073741824,100,414421,413778,475
cpp_skip_columns,6000,50000,100,1073741824,100,495714,495192,505
cpp_skip_columns,7000,50000,100,1073741824,100,587148,586540,504
cpp_skip_columns,8000,50000,100,1073741824,100,665287,664583,515
cpp_skip_columns,9000,50000,100,1073741824,100,749776,749077,537
cpp_skip_columns,10000,50000,100,1073741824,100,831791,831148,497
cpp_skip_columns,1000,50000,1000,1073741824,100,9077,8480,516
cpp_skip_columns,2000,50000,1000,1073741824,100,16726,16176,550
cpp_skip_columns,3000,50000,1000,1073741824,100,26584,26022,562
cpp_skip_columns,4000,50000,1000,1073741824,100,35839,35225,604
cpp_skip_columns,5000,50000,1000,1073741824,100,45416,44748,581
cpp_skip_columns,6000,50000,1000,1073741824,100,54259,53420,669
cpp_skip_columns,7000,50000,1000,1073741824,100,67338,66488,624
cpp_skip_columns,8000,50000,1000,1073741824,100,75908,75144,656
cpp_skip_columns,9000,50000,1000,1073741824,100,80380,79705,632
cpp_skip_columns,10000,50000,1000,1073741824,100,89332,88538,659
cpp_skip_columns,1000,50000,50000,1073741824,100,5299,856,4420
cpp_skip_columns,2000,50000,50000,1073741824,100,6176,1639,4537
cpp_skip_columns,3000,50000,50000,1073741824,100,6886,2498,4358
cpp_skip_columns,4000,50000,50000,1073741824,100,7893,3297,4577
cpp_skip_columns,5000,50000,50000,1073741824,100,8825,4145,4624
cpp_skip_columns,6000,50000,50000,1073741824,100,9654,4968,4619
cpp_skip_columns,7000,50000,50000,1073741824,100,10750,5815,4853
cpp_skip_columns,8000,50000,50000,1073741824,100,11625,6821,4776
cpp_skip_columns,9000,50000,50000,1073741824,100,13575,8158,4844
cpp_skip_columns,10000,50000,50000,1073741824,100,12989,8385,4604
cpp,1000,50000,100,1073741824,100,133073,132473,534
cpp,2000,50000,100,1073741824,100,268823,268252,566
cpp,3000,50000,100,1073741824,100,406425,405867,558
cpp,4000,50000,100,1073741824,100,536045,535425,526
cpp,5000,50000,100,1073741824,100,669274,668684,572
cpp,6000,50000,100,1073741824,100,803304,802541,638
cpp,7000,50000,100,1073741824,100,938797,938123,579
cpp,8000,50000,100,1073741824,100,1079548,1078876,638
cpp,9000,50000,100,1073741824,100,1225374,1224684,604
cpp,10000,50000,100,1073741824,100,1356713,1355967,545
cpp,1000,50000,1000,1073741824,100,13663,12902,635
cpp,2000,50000,1000,1073741824,100,26815,26136,626
cpp,3000,50000,1000,1073741824,100,41830,41118,690
cpp,4000,50000,1000,1073741824,100,56327,55598,672
cpp,5000,50000,1000,1073741824,100,71002,70230,705
cpp,6000,50000,1000,1073741824,100,85829,85120,673
cpp,7000,50000,1000,1073741824,100,98326,97672,654
cpp,8000,50000,1000,1073741824,100,115180,114479,697
cpp,9000,50000,1000,1073741824,100,127872,127126,706
cpp,10000,50000,1000,1073741824,100,143502,142649,680
cpp,1000,50000,50000,1073741824,100,5462,926,4532
cpp,2000,50000,50000,1073741824,100,6301,1795,4442
cpp,3000,50000,50000,1073741824,100,8488,2797,5438
cpp,4000,50000,50000,1073741824,100,8412,3629,4712
cpp,5000,50000,50000,1073741824,100,9290,4495,4608
cpp,6000,50000,50000,1073741824,100,10384,5587,4756
cpp,7000,50000,50000,1073741824,100,11109,6457,4652
cpp,8000,50000,50000,1073741824,100,12434,7521,4853
cpp,9000,50000,50000,1073741824,100,12876,8218,4658
cpp,10000,50000,50000,1073741824,100,14333,9402,4738
