name,columns,rows,chunk_size,data_page_size,columns_to_read,reading(μs),reading_p1(μs),reading_p2(μs)
read_external_metadata_store_false,8000,50000,1000,1073741824,100,19672.155380249023,1493.4539794921875,18105.98373413086
read_store_true,8000,50000,1000,1073741824,100,131824.97024536133,113491.29676818848,18079.280853271484
read_store_false,8000,50000,1000,1073741824,100,129207.61108398438,110603.33251953125,18267.154693603516
read_external_metadata_store_true,9000,50000,1000,1073741824,100,25029.420852661133,6940.8416748046875,17838.001251220703
read_external_metadata_store_false,9000,50000,1000,1073741824,100,20104.88510131836,1796.0071563720703,18308.87794494629
read_store_true,9000,50000,1000,1073741824,100,154326.6773223877,134948.73046875,18781.90040588379
read_store_false,9000,50000,1000,1073741824,100,142403.36418151855,123784.54208374023,18526.792526245117
read_external_metadata_store_true,10000,50000,1000,1073741824,100,25979.042053222656,7812.023162841797,18167.01889038086
read_external_metadata_store_false,10000,50000,1000,1073741824,100,20182.60955810547,1930.4752349853516,18122.91145324707
read_store_true,10000,50000,1000,1073741824,100,163635.7307434082,144608.2592010498,18369.436264038086
read_store_false,10000,50000,1000,1073741824,100,153218.03092956543,134708.88137817383,18509.1495513916
read_external_metadata_store_true,1000,50000,50000,1073741824,100,9324.073791503906,778.4366607666016,8426.189422607422
read_external_metadata_store_false,1000,50000,50000,1073741824,100,8150.577545166016,195.98007202148438,7797.479629516602
read_store_true,1000,50000,50000,1073741824,100,9911.775588989258,1596.9276428222656,7730.960845947266
read_store_false,1000,50000,50000,1073741824,100,9199.380874633789,959.1579437255859,7836.580276489258
read_external_metadata_store_true,2000,50000,50000,1073741824,100,13153.076171875,1557.3501586914062,11389.493942260742
read_external_metadata_store_false,2000,50000,50000,1073741824,100,9315.252304077148,364.7804260253906,8884.429931640625
read_store_true,2000,50000,50000,1073741824,100,13864.04037475586,2943.277359008789,9932.04116821289
read_store_false,2000,50000,50000,1073741824,100,12691.020965576172,1834.6309661865234,10024.547576904297
read_external_metadata_store_true,3000,50000,50000,1073741824,100,13975.858688354492,2363.443374633789,11430.501937866211
read_external_metadata_store_false,3000,50000,50000,1073741824,100,9870.767593383789,542.1638488769531,9182.453155517578
read_store_true,3000,50000,50000,1073741824,100,13831.853866577148,4413.366317749023,9127.616882324219
read_store_false,3000,50000,50000,1073741824,100,16032.218933105469,2804.0409088134766,12403.726577758789
read_external_metadata_store_true,4000,50000,50000,1073741824,100,14473.199844360352,3114.7003173828125,10989.42756652832
read_external_metadata_store_false,4000,50000,50000,1073741824,100,10013.818740844727,706.6726684570312,9132.146835327148
read_store_true,4000,50000,50000,1073741824,100,16434.907913208008,6166.934967041016,10010.242462158203
read_store_false,4000,50000,50000,1073741824,100,15345.096588134766,3674.9839782714844,10288.95378112793
read_external_metadata_store_true,5000,50000,50000,1073741824,100,15365.839004516602,4078.1497955322266,11287.689208984375
read_external_metadata_store_false,5000,50000,50000,1073741824,100,10711.908340454102,890.7318115234375,9468.07861328125
read_store_true,5000,50000,50000,1073741824,100,20317.554473876953,7578.134536743164,12497.425079345703
read_store_false,5000,50000,50000,1073741824,100,18098.35433959961,4494.667053222656,11359.453201293945
read_external_metadata_store_true,6000,50000,50000,1073741824,100,17677.06871032715,4903.078079223633,11418.819427490234
read_external_metadata_store_false,6000,50000,50000,1073741824,100,11339.187622070312,1258.1348419189453,10002.374649047852
read_store_true,6000,50000,50000,1073741824,100,21374.940872192383,8896.827697753906,12478.113174438477
read_store_false,6000,50000,50000,1073741824,100,18004.894256591797,5578.041076660156,10026.693344116211
read_external_metadata_store_true,7000,50000,50000,1073741824,100,18298.625946044922,5550.146102905273,12748.479843139648
read_external_metadata_store_false,7000,50000,50000,1073741824,100,8769.035339355469,1270.7710266113281,7247.686386108398
read_store_true,7000,50000,50000,1073741824,100,25205.612182617188,13311.624526977539,11594.772338867188
read_store_false,7000,50000,50000,1073741824,100,19942.045211791992,6519.079208374023,11173.009872436523
read_external_metadata_store_true,8000,50000,50000,1073741824,100,17531.633377075195,6178.617477416992,11155.60531616211
read_external_metadata_store_false,8000,50000,50000,1073741824,100,11346.101760864258,1440.7634735107422,9580.373764038086
read_store_true,8000,50000,50000,1073741824,100,25104.045867919922,12184.381484985352,12756.824493408203
read_store_false,8000,50000,50000,1073741824,100,21292.686462402344,7449.38850402832,11390.924453735352
read_external_metadata_store_true,9000,50000,50000,1073741824,100,18294.572830200195,7074.832916259766,11219.73991394043
read_external_metadata_store_false,9000,50000,50000,1073741824,100,14462.709426879883,1704.6928405761719,12639.999389648438
read_store_true,9000,50000,50000,1073741824,100,26595.354080200195,13788.223266601562,10143.041610717773
read_store_false,9000,50000,50000,1073741824,100,21237.850189208984,8182.525634765625,12428.760528564453
read_external_metadata_store_true,10000,50000,50000,1073741824,100,19990.205764770508,7821.083068847656,11790.51399230957
read_external_metadata_store_false,10000,50000,50000,1073741824,100,14695.405960083008,1883.9836120605469,12529.611587524414
read_store_true,10000,50000,50000,1073741824,100,28793.0965423584,16263.961791992188,10159.015655517578
read_store_false,10000,50000,50000,1073741824,100,22082.805633544922,9132.862091064453,12616.157531738281
